kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6850504,K00070.04,Kepler-20 e,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,6.098556030,2.5360000e-05,-2.5360000e-05,135.9290600,3.770000e-03,-3.770000e-03,0.210,0.241,-0.210,2.98150,0.09900,-0.09900,84.4,3.800e+00,-3.800e+00,0.84,0.09,-8.000e-02,927.0,,,174.30,57.77,-41.06,24.80,4,q1_q17_dr25_tce,5465.00,109.00,-109.00,4.449,0.085,-0.085,0.9250,0.1010,-0.0830,287.698000,42.338718,12.498
6850504,K00070.05,Kepler-20 f,CONFIRMED,CANDIDATE,0.9630,0,0,0,0,19.577607300,1.4270000e-04,-1.4270000e-04,135.2032000,5.970000e-03,-5.970000e-03,0.049,0.394,-0.049,3.38200,0.17000,-0.17000,98.1,6.000e+00,-6.000e+00,0.90,0.10,-8.000e-02,628.0,,,36.82,12.20,-8.67,17.20,5,q1_q17_dr25_tce,5465.00,109.00,-109.00,4.449,0.085,-0.085,0.9250,0.1010,-0.0830,287.698000,42.338718,12.498
11904151,K00072.01,Kepler-10 b,CONFIRMED,FALSE POSITIVE,0.0000,1,0,0,0,0.837491225,3.0300000e-07,-3.0300000e-07,131.5748580,2.820000e-04,-2.820000e-04,0.022,0.388,-0.022,1.79600,0.01040,-0.01040,190.4,1.200e+00,-1.200e+00,1.43,0.08,-6.000e-02,1980.0,,,3630.32,654.58,-443.61,189.50,2,q1_q17_dr25_tce,5676.00,85.00,-68.00,4.347,0.030,-0.030,1.0440,0.0570,-0.0420,285.679380,50.241299,10.961
11904151,K00072.02,Kepler-10 c,CONFIRMED,CANDIDATE,0.9820,0,0,0,0,45.294222970,5.6000000e-05,-5.6000000e-05,138.6787250,9.870000e-04,-9.870000e-04,0.025,0.333,-0.025,6.83000,0.03430,-0.03430,477.1,3.700e+00,-3.700e+00,2.26,0.12,-9.000e-02,524.0,,,17.75,3.21,-2.17,134.80,1,q1_q17_dr25_tce,5676.00,85.00,-68.00,4.347,0.030,-0.030,1.0440,0.0570,-0.0420,285.679380,50.241299,10.961
6889235,K00074.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,5.188671659,2.1880000e-06,-2.1880000e-06,125.8793880,3.530000e-04,-3.530000e-04,0.884,0.013,-0.021,5.05340,0.05660,-0.05660,548.9,2.000e+00,-2.000e+00,5.20,2.13,-1.150e+00,2118.0,,,4750.81,5944.26,-2336.46,331.60,2,q1_q17_dr25_tce,9523.00,302.00,-416.00,4.205,0.136,-0.221,1.9410,0.7950,-0.4280,298.324250,42.388470,10.960
7199397,K00075.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,105.881766700,1.3120000e-04,-1.3120000e-04,156.9793500,1.010000e-03,-1.010000e-03,0.539,0.044,-0.149,18.04400,0.10200,-0.10200,1556.3,6.300e+00,-6.300e+00,10.16,0.94,-1.270e+00,595.0,,,29.64,7.72,-8.11,301.80,1,q1_q17_dr25_tce,5903.00,79.00,-79.00,3.757,0.078,-0.052,2.4990,0.2330,-0.3110,291.497220,42.728481,10.775
9955262,K00076.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,77.479470400,2.4560000e-04,-2.4560000e-04,154.7073400,2.300000e-03,-2.300000e-03,0.019,0.345,-0.019,10.11510,0.08440,-0.08440,1237.0,2.010e+01,-2.010e+01,10.33,1.80,-3.350e+00,778.0,,,86.59,43.85,-51.56,72.60,1,q1_q17_dr25_tce,6711.00,149.00,-199.00,3.730,0.277,-0.092,2.9090,0.5080,-0.9440,293.541990,46.822140,10.143
9552608,K00080.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,9.250572762,2.8970000e-06,-2.8970000e-06,135.4075310,2.590000e-04,-2.590000e-04,1.234,0.220,-0.112,3.63730,0.01270,-0.01270,1039.5,3.500e+00,-3.500e+00,96.08,24.50,-4.553e+01,1966.0,,,3530.57,2671.62,-2705.95,351.40,1,q1_q17_dr25_tce,8133.00,225.00,-338.00,3.715,0.413,-0.110,3.2940,0.8400,-1.5610,300.537570,46.104340,11.310
8823868,K00081.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1,0,0,0,23.876114400,2.2390000e-05,-2.2390000e-05,143.0700600,7.730000e-04,-7.730000e-04,0.014,0.214,-0.014,9.31130,0.02710,-0.02710,1611.7,8.500e+00,-8.500e+00,10.45,3.98,-1.710e+00,1481.0,,,1135.60,1278.98,-464.56,225.50,2,q1_q17_dr25_tce,9974.00,275.00,-413.00,4.048,0.115,-0.214,2.5330,0.9650,-0.4140,293.785740,45.018490,11.409
10187017,K00082.01,Kepler-102 e,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,16.145671932,7.4400000e-06,-7.4400000e-06,134.7548770,3.940000e-04,-3.940000e-04,0.750,0.016,-0.514,3.72360,0.02500,-0.02500,941.1,4.200e+00,-4.200e+00,2.48,0.16,-1.000e-01,546.0,,,20.98,4.77,-3.16,242.70,1,q1_q17_dr25_tce,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,281.482730,47.208031,11.492
10187017,K00082.02,Kepler-102 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.311747860,1.2260000e-05,-1.2260000e-05,134.0799100,1.000000e-03,-1.000000e-03,0.747,0.089,-0.528,3.18180,0.03140,-0.03140,275.9,3.600e+00,-3.600e+00,1.34,0.09,-5.000e-02,634.0,,,38.13,8.66,-5.75,81.70,2,q1_q17_dr25_tce,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,281.482730,47.208031,11.492
10187017,K00082.03,Kepler-102 f,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.453614600,1.0770000e-04,-1.0770000e-04,145.0286600,3.450000e-03,-3.450000e-03,0.765,0.142,-0.556,3.74700,0.10100,-0.10100,136.4,5.300e+00,-5.300e+00,0.95,0.06,-4.000e-02,457.0,,,10.34,2.35,-1.56,27.50,3,q1_q17_dr25_tce,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,281.482730,47.208031,11.492
10187017,K00082.04,Kepler-102 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.071361190,3.0850000e-05,-3.0850000e-05,139.9876300,3.810000e-03,-3.810000e-03,0.658,0.292,-0.433,2.75700,0.11100,-0.11100,65.7,3.200e+00,-3.200e+00,0.63,0.04,-2.000e-02,719.0,,,63.11,14.34,-9.52,22.40,4,q1_q17_dr25_tce,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,281.482730,47.208031,11.492
10187017,K00082.05,Kepler-102 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.286919960,2.9470000e-05,-2.9470000e-05,135.8542700,4.520000e-03,-4.520000e-03,0.705,0.230,-0.494,2.57900,0.13600,-0.13600,41.5,2.900e+00,-2.900e+00,0.51,0.03,-2.000e-02,792.0,,,92.97,21.13,-14.02,15.80,5,q1_q17_dr25_tce,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,281.482730,47.208031,11.492
10187017,K00082.06,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,22.409867700,1.6510000e-04,-1.6510000e-04,147.3836600,6.460000e-03,-6.460000e-03,0.869,0.077,-0.611,2.27100,0.20300,-0.20300,69.8,6.700e+00,-6.700e+00,0.73,0.05,-3.000e-02,489.0,,,13.55,3.08,-2.04,11.90,6,q1_q17_dr25_tce,4900.00,98.00,-98.00,4.602,0.017,-0.049,0.7410,0.0480,-0.0300,281.482730,47.208031,11.492
2571238,K00084.01,Kepler-19 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.286964466,3.8310000e-06,-3.8310000e-06,135.9945000,3.400000e-04,-3.400000e-04,0.004,0.340,-0.004,3.36490,0.01450,-0.01450,691.7,3.200e+00,-3.200e+00,2.10,0.26,-1.000e-01,762.0,,,79.68,28.10,-13.27,251.90,1,q1_q17_dr25_tce,5546.00,100.00,-111.00,4.575,0.018,-0.102,0.8100,0.0990,-0.0400,290.420810,37.851799,11.898
5866724,K00085.01,Kepler-65 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.859935955,3.7820000e-06,-3.7820000e-06,132.0405280,5.420000e-04,-5.420000e-04,0.049,0.281,-0.049,4.01850,0.01680,-0.01680,322.8,1.900e+00,-1.900e+00,2.56,0.10,-1.500e-01,1246.0,,,569.50,73.19,-93.40,186.70,1,q1_q17_dr25_tce,6181.00,68.00,-86.00,4.220,0.033,-0.027,1.4240,0.0560,-0.0850,288.688690,41.151180,11.018
5866724,K00085.02,Kepler-65 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.154911236,2.5070000e-06,-2.5070000e-06,133.4986130,9.390000e-04,-9.390000e-04,0.113,0.345,-0.113,3.13410,0.02700,-0.02700,99.7,1.400e+00,-1.400e+00,1.42,0.06,-8.000e-02,1740.0,,,2162.35,277.92,-354.64,83.00,2,q1_q17_dr25_tce,6181.00,68.00,-86.00,4.220,0.033,-0.027,1.4240,0.0560,-0.0850,288.688690,41.151180,11.018
5866724,K00085.03,Kepler-65 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.131213890,1.9020000e-05,-1.9020000e-05,137.9925400,1.880000e-03,-1.880000e-03,0.622,0.059,-0.457,4.23860,0.05540,-0.05540,111.8,2.200e+00,-2.200e+00,1.58,0.06,-1.000e-01,1117.0,,,368.36,47.34,-60.42,55.30,3,q1_q17_dr25_tce,6181.00,68.00,-86.00,4.220,0.033,-0.027,1.4240,0.0560,-0.0850,288.688690,41.151180,11.018
10593626,K00087.01,Kepler-22 b,CONFIRMED,CANDIDATE,0.8810,0,0,0,0,289.864067000,1.2100000e-03,-1.2100000e-03,133.6971900,2.140000e-03,-2.140000e-03,0.856,0.043,-0.649,7.56500,0.10800,-0.10800,529.1,1.050e+01,-1.050e+01,2.34,0.22,-2.300e-01,257.0,,,1.03,0.26,-0.24,57.40,1,q1_q17_dr25_tce,5516.00,82.00,-74.00,4.446,0.104,-0.064,0.8860,0.0800,-0.0890,289.217500,47.884460,11.664
7700871,K00088.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,5.179688680,1.1520000e-05,-1.1520000e-05,136.4614400,2.020000e-03,-2.020000e-03,1.203,5.224,-0.118,3.72560,0.09180,-0.09180,121.8,3.000e+00,-3.000e+00,18.91,3.38,-1.700e+00,972.0,,,211.06,115.27,-54.20,48.40,1,q1_q17_dr25_tce,5761.00,155.00,-155.00,4.548,0.051,-0.128,0.8150,0.1460,-0.0730,297.319790,43.332722,11.871
8056665,K00089.01,Kepler-462 b,CONFIRMED,CANDIDATE,0.8810,0,0,0,0,84.687752400,1.7780000e-04,-1.7780000e-04,150.5708400,1.720000e-03,-1.720000e-03,0.017,0.303,-0.017,10.02480,0.05200,-0.05200,347.7,4.100e+00,-4.100e+00,3.37,0.58,-7.800e-01,611.0,,,32.96,15.80,-15.16,95.10,1,q1_q17_dr25_tce,6688.00,120.00,-147.00,4.062,0.174,-0.116,1.7900,0.3110,-0.4150,299.821170,43.814270,11.642
8056665,K00089.02,Kepler-462 c,CONFIRMED,CANDIDATE,0.9970,0,0,0,0,207.582930600,5.7370000e-04,-5.7370000e-04,289.8831100,2.040000e-03,-2.040000e-03,0.840,0.031,-0.572,7.06860,0.08660,-0.08660,505.1,7.600e+00,-7.600e+00,4.52,0.79,-1.040e+00,453.0,,,9.97,4.79,-4.58,70.00,2,q1_q17_dr25_tce,6688.00,120.00,-147.00,4.062,0.174,-0.116,1.7900,0.3110,-0.4150,299.821170,43.814270,11.642
9210823,K00090.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.828206212,8.8000000e-07,-8.8000000e-07,135.7220380,8.330000e-04,-8.330000e-04,0.615,0.089,-0.445,1.73700,0.03290,-0.03290,132.3,2.400e+00,-2.400e+00,3.88,0.89,-1.640e+00,3274.0,,,27125.50,18961.85,-19066.16,68.10,1,q1_q17_dr25_tce,5812.00,175.00,-157.00,3.598,0.367,-0.122,3.2270,0.7370,-1.3690,288.441530,45.609001,11.743
7941200,K00092.01,Kepler-1709 b,CONFIRMED,CANDIDATE,0.9720,0,0,0,0,65.704527500,1.0610000e-04,-1.0610000e-04,137.4427500,1.400000e-03,-1.400000e-03,0.663,0.197,-0.434,3.31040,0.04690,-0.04690,636.1,1.030e+01,-1.030e+01,2.78,0.42,-2.500e-01,472.0,,,11.72,4.96,-2.80,70.40,1,q1_q17_dr25_tce,5918.00,106.00,-130.00,4.403,0.080,-0.120,1.0430,0.1580,-0.0920,283.374820,43.788219,11.667
6462863,K00094.01,Kepler-89 d,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,22.342964828,3.4040000e-06,-3.4040000e-06,132.7416410,1.280000e-04,-1.280000e-04,0.031,0.045,-0.031,6.66405,0.00390,-0.00390,5612.8,5.300e+00,-5.300e+00,9.99,1.82,-1.500e+00,785.0,,,89.61,44.96,-30.27,1118.90,1,q1_q17_dr25_tce,6181.00,111.00,-135.00,4.234,0.143,-0.117,1.3310,0.2430,-0.1990,297.333070,41.891121,12.205
6462863,K00094.02,Kepler-89 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.423677439,7.1730000e-06,-7.1730000e-06,138.0090410,5.840000e-04,-5.840000e-04,0.005,0.299,-0.005,5.22570,0.02100,-0.02100,777.3,4.100e+00,-4.100e+00,3.72,0.67,-5.600e-01,1012.0,,,247.48,124.16,-83.60,204.40,3,q1_q17_dr25_tce,6181.00,111.00,-135.00,4.234,0.143,-0.117,1.3310,0.2430,-0.1990,297.333070,41.891121,12.205
6462863,K00094.03,Kepler-89 e,CONFIRMED,CANDIDATE,0.9530,0,0,0,0,54.319961510,3.3910000e-05,-3.3910000e-05,161.2398690,5.030000e-04,-5.030000e-04,0.497,0.005,-0.357,8.58580,0.02430,-0.02430,1975.0,7.200e+00,-7.200e+00,6.07,1.11,-9.100e-01,584.0,,,27.40,13.75,-9.25,291.30,2,q1_q17_dr25_tce,6181.00,111.00,-135.00,4.234,0.143,-0.117,1.3310,0.2430,-0.1990,297.333070,41.891121,12.205
6462863,K00094.04,Kepler-89 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,3.743166733,5.6140000e-06,-5.6140000e-06,131.6196700,1.420000e-03,-1.420000e-03,0.008,0.392,-0.008,3.68880,0.04210,-0.04210,126.3,2.200e+00,-2.200e+00,1.50,0.27,-2.300e-01,1423.0,,,971.76,487.50,-328.28,47.20,4,q1_q17_dr25_tce,6181.00,111.00,-135.00,4.234,0.143,-0.117,1.3310,0.2430,-0.1990,297.333070,41.891121,12.205
5780885,K00097.01,Kepler-7 b,CONFIRMED,CANDIDATE,0.9990,0,1,0,0,4.885488596,2.6600000e-07,-2.6600000e-07,134.2768785,4.530000e-05,-4.530000e-05,0.361,0.014,-0.017,5.16165,0.00597,-0.00597,7458.4,3.700e+00,-3.700e+00,16.66,1.04,-7.000e-01,1496.0,,,1182.79,223.79,-147.95,2590.10,1,q1_q17_dr25_tce,6036.00,78.00,-72.00,3.968,0.020,-0.016,1.9090,0.1200,-0.0800,288.581510,41.089809,12.885
10264660,K00098.01,Kepler-14 b,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,6.790120801,1.9050000e-06,-1.9050000e-06,138.0881990,2.310000e-04,-2.310000e-04,0.486,0.051,-0.095,6.04370,0.02850,-0.02850,2302.3,5.700e+00,-5.700e+00,9.86,0.72,-3.600e-01,1434.0,,,998.97,206.95,-122.30,526.10,1,q1_q17_dr25_tce,6372.00,76.00,-89.00,3.954,0.020,-0.020,2.0010,0.1460,-0.0730,287.708830,47.333050,12.128
4055765,K00100.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,9.966400400,1.2200000e-05,-1.2200000e-05,141.1532400,1.010000e-03,-1.010000e-03,0.966,0.012,-0.008,5.01270,0.07020,-0.07020,1619.0,1.940e+01,-1.940e+01,16.89,2.15,-4.290e+00,1578.0,,,1466.10,534.35,-713.60,125.90,1,q1_q17_dr25_tce,6638.00,120.00,-133.00,3.664,0.195,-0.065,3.0790,0.3910,-0.7820,291.177920,39.199490,12.598
8456679,K00102.01,Kepler-1990 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.735136190,2.8200000e-07,-2.8200000e-07,135.0600470,1.360000e-04,-1.360000e-04,0.045,0.192,-0.045,2.27410,0.00554,-0.00554,952.6,2.300e+00,-2.300e+00,3.27,0.54,-3.300e-01,1554.0,,,1372.87,628.45,-350.48,473.20,1,q1_q17_dr25_tce,5751.00,103.00,-114.00,4.391,0.080,-0.120,1.0710,0.1770,-0.1090,299.704740,44.435749,12.566
8456679,K00102.02,Kepler-1990 c,CONFIRMED,FALSE POSITIVE,0.4910,0,0,1,0,4.068449570,1.2120000e-05,-1.2120000e-05,132.2761400,2.550000e-03,-2.550000e-03,0.550,0.377,-0.337,2.83490,0.06900,-0.06900,79.8,3.000e+00,-3.000e+00,0.98,0.17,-1.000e-01,1170.0,,,442.08,202.37,-112.86,29.30,2,q1_q17_dr25_tce,5751.00,103.00,-114.00,4.391,0.080,-0.120,1.0710,0.1770,-0.1090,299.704740,44.435749,12.566
2444412,K00103.01,Kepler-1710 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,14.910951770,1.2750000e-05,-1.2750000e-05,141.3367260,7.110000e-04,-7.110000e-04,0.014,0.339,-0.014,3.32500,0.02400,-0.02400,864.5,8.700e+00,-8.700e+00,2.62,0.33,-1.700e-01,694.0,,,54.87,19.92,-10.44,116.90,1,q1_q17_dr25_tce,5650.00,101.00,-112.00,4.500,0.045,-0.105,0.8990,0.1140,-0.0570,291.683350,37.751591,12.593
10318874,K00104.01,Kepler-94 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,2.508057497,3.7800000e-07,-3.7800000e-07,135.0006570,1.240000e-04,-1.240000e-04,0.742,0.047,-0.143,1.11340,0.01670,-0.01670,1507.6,6.200e+00,-6.200e+00,3.25,0.16,-1.200e-01,997.0,,,234.06,45.09,-33.11,312.70,1,q1_q17_dr25_tce,4780.00,95.00,-95.00,4.597,0.015,-0.051,0.7610,0.0380,-0.0270,281.194730,47.497131,12.895
8711794,K00105.01,Kepler-463 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.981014925,3.0850000e-06,-3.0850000e-06,136.6493070,2.790000e-04,-2.790000e-04,0.097,0.242,-0.097,1.84780,0.01160,-0.01160,1059.3,6.400e+00,-6.400e+00,3.14,0.43,-4.800e-01,880.0,,,141.77,58.27,-46.97,198.30,1,q1_q17_dr25_tce,5666.00,124.00,-102.00,4.362,0.156,-0.104,0.9670,0.1330,-0.1470,298.937040,44.857910,12.870
10489525,K00106.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.612249049,4.3540000e-06,-4.3540000e-06,131.8520400,2.310000e-03,-2.310000e-03,1.171,0.710,-0.135,4.23500,0.13000,-0.13000,154.0,4.100e+00,-4.100e+00,50.98,10.63,-1.729e+01,2713.0,,,12788.25,8056.80,-7938.71,45.40,1,q1_q17_dr25_tce,6732.00,187.00,-234.00,3.793,0.292,-0.097,2.5690,0.5360,-0.8710,298.354340,47.672081,12.775
11250587,K00107.01,Kepler-464 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.256962446,5.8390000e-06,-5.8390000e-06,134.0239230,6.610000e-04,-6.610000e-04,0.676,0.073,-0.481,4.94020,0.02380,-0.02380,463.2,3.100e+00,-3.100e+00,3.53,0.21,-1.700e-01,1163.0,,,432.10,75.83,-61.01,168.30,1,q1_q17_dr25_tce,5858.00,70.00,-79.00,4.112,0.024,-0.020,1.5490,0.0910,-0.0740,294.835170,48.982361,12.702
4914423,K00108.01,Kepler-103 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,15.965327180,1.3680000e-05,-1.3680000e-05,142.1780330,6.880000e-04,-6.880000e-04,0.674,0.026,-0.460,4.58370,0.02310,-0.02310,482.2,3.800e+00,-3.800e+00,3.33,0.21,-1.700e-01,872.0,,,136.42,26.02,-19.76,144.20,1,q1_q17_dr25_tce,5880.00,78.00,-78.00,4.154,0.033,-0.027,1.4330,0.0900,-0.0720,288.984560,40.064529,12.287
4914423,K00108.02,Kepler-103 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,179.609803000,1.8230000e-04,-1.8230000e-04,295.3303610,4.470000e-04,-4.470000e-04,0.711,0.011,-0.400,13.75500,0.11900,-0.11900,1273.0,7.700e+00,-7.700e+00,5.47,0.34,-2.800e-01,389.0,,,5.41,1.03,-0.78,184.60,2,q1_q17_dr25_tce,5880.00,78.00,-78.00,4.154,0.033,-0.027,1.4330,0.0900,-0.0720,288.984560,40.064529,12.287
4752451,K00109.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,6.414964530,1.2520000e-05,-1.2520000e-05,132.8648200,1.570000e-03,-1.570000e-03,1.187,6.629,-0.013,3.90150,0.09020,-0.09020,201.2,4.400e+00,-4.400e+00,25.79,5.27,-5.280e+00,1153.0,,,417.97,257.72,-184.30,53.10,1,q1_q17_dr25_tce,6170.00,169.00,-188.00,4.259,0.186,-0.124,1.1830,0.2420,-0.2420,293.454280,39.803928,12.385
9450647,K00110.01,Kepler-465 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,9.940666412,6.9820000e-06,-6.9820000e-06,135.2155900,5.820000e-04,-5.820000e-04,0.020,0.229,-0.020,3.90920,0.01810,-0.01810,520.2,3.800e+00,-3.800e+00,2.87,0.50,-2.900e-01,996.0,,,233.04,111.70,-60.90,161.40,1,q1_q17_dr25_tce,6215.00,111.00,-136.00,4.305,0.080,-0.120,1.2590,0.2190,-0.1280,284.555730,46.063831,12.663
6678383,K00111.01,Kepler-104 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,11.427550984,8.1500000e-06,-8.1500000e-06,137.6137110,5.570000e-04,-5.570000e-04,0.608,0.040,-0.409,4.60740,0.01750,-0.01750,500.9,3.300e+00,-3.300e+00,2.35,0.32,-2.700e-01,852.0,,,124.31,48.42,-34.01,165.50,1,q1_q17_dr25_tce,5979.00,108.00,-120.00,4.394,0.110,-0.110,1.0050,0.1380,-0.1130,287.604610,42.166779,12.596
6678383,K00111.02,Kepler-104 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,23.668346350,3.0030000e-05,-3.0030000e-05,132.7142100,1.040000e-03,-1.040000e-03,0.758,0.085,-0.542,5.82970,0.03780,-0.03780,449.4,4.200e+00,-4.200e+00,2.32,0.31,-2.600e-01,668.0,,,47.11,18.34,-12.89,112.80,3,q1_q17_dr25_tce,5979.00,108.00,-120.00,4.394,0.110,-0.110,1.0050,0.1380,-0.1130,287.604610,42.166779,12.596
6678383,K00111.03,Kepler-104 d,CONFIRMED,CANDIDATE,0.9780,0,0,0,0,51.755305040,8.5350000e-05,-8.5350000e-05,271.0880800,1.250000e-03,-1.250000e-03,0.638,0.180,-0.412,7.43550,0.05790,-0.05790,609.2,5.600e+00,-5.600e+00,2.61,0.35,-3.000e-01,515.0,,,16.60,6.47,-4.54,116.90,2,q1_q17_dr25_tce,5979.00,108.00,-120.00,4.394,0.110,-0.110,1.0050,0.1380,-0.1130,287.604610,42.166779,12.596
10984090,K00112.01,Kepler-466 b,CONFIRMED,CANDIDATE,0.9900,0,0,0,0,51.079264510,6.4560000e-05,-6.4560000e-05,185.1808700,9.810000e-04,-9.810000e-04,0.017,0.267,-0.017,6.37290,0.03120,-0.03120,736.8,6.000e+00,-6.000e+00,2.75,0.39,-2.800e-01,503.0,,,15.17,6.00,-3.96,126.80,1,q1_q17_dr25_tce,5833.00,105.00,-117.00,4.407,0.085,-0.114,1.0220,0.1430,-0.1070,295.648710,48.495560,12.772
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.709214104,6.5360000e-06,-6.5360000e-06,133.9831800,1.430000e-03,-1.430000e-03,0.051,0.395,-0.051,2.63020,0.04270,-0.04270,131.1,3.000e+00,-3.000e+00,1.16,0.17,-1.200e-01,1206.0,,,500.46,197.96,-130.54,50.60,2,q1_q17_dr25_tce,5833.00,105.00,-117.00,4.407,0.085,-0.114,1.0220,0.1430,-0.1070,295.648710,48.495560,12.772
6721123,K00114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,7.361789580,2.1280000e-05,-2.1280000e-05,132.2505300,2.530000e-03,-2.530000e-03,1.169,7.133,-0.044,5.02200,0.13600,-0.13600,233.7,5.800e+00,-5.800e+00,39.21,6.45,-9.670e+00,1342.0,,,767.22,349.28,-365.49,47.70,1,q1_q17_dr25_tce,6227.00,111.00,-124.00,3.986,0.182,-0.098,1.9580,0.3220,-0.4830,298.864350,42.151569,12.660
9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,5.412203927,3.0520000e-06,-3.0520000e-06,133.1430890,4.680000e-04,-4.680000e-04,0.787,0.005,-0.565,2.94720,0.02400,-0.02400,601.6,4.000e+00,-4.000e+00,2.94,0.43,-3.800e-01,1093.0,,,337.68,137.29,-102.18,166.70,1,q1_q17_dr25_tce,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,287.887330,46.276241,12.791
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,7.125943870,1.4060000e-05,-1.4060000e-05,139.0049200,1.590000e-03,-1.590000e-03,0.898,0.013,-0.699,3.00140,0.03840,-0.03840,192.4,4.400e+00,-4.400e+00,1.79,0.26,-2.300e-01,997.0,,,233.31,94.86,-70.60,47.10,2,q1_q17_dr25_tce,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,287.887330,46.276241,12.791
9579641,K00115.03,,CANDIDATE,CANDIDATE,0.8710,0,0,0,0,3.435916310,4.7290000e-05,-4.7290000e-05,132.6624000,1.100000e-02,-1.100000e-02,0.624,0.037,-0.476,3.13300,0.40700,-0.40700,23.2,3.400e+00,-3.400e+00,0.55,0.08,-7.000e-02,1272.0,,,617.61,251.11,-186.88,8.70,3,q1_q17_dr25_tce,5779.00,104.00,-115.00,4.339,0.132,-0.108,1.0870,0.1570,-0.1420,287.887330,46.276241,12.791
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,13.570782810,1.5850000e-05,-1.5850000e-05,136.2791940,9.570000e-04,-9.570000e-04,0.866,0.015,-0.621,3.35390,0.04890,-0.04890,511.7,6.300e+00,-6.300e+00,2.64,0.40,-2.700e-01,785.0,,,89.61,38.12,-22.92,88.40,1,q1_q17_dr25_tce,5854.00,105.00,-117.00,4.406,0.090,-0.110,1.0120,0.1540,-0.1030,300.863980,44.337551,12.882
